企业名称,注册资本,企业地址
青岛君龙投资发展有限公司,5000万元人民币,山东省青岛市城阳区(玉皇岭工业园)正阳路与204国道交汇处南100米路东
安福杰国际贸易（青岛）有限公司,10000万元人民币,山东省青岛市保税港区莫斯科路49号二楼2010室-A839号(商务秘书公司托管地址)(B)
青岛赫德利进出口有限公司,50万元人民币,青岛市市北区绥宁路17号5号楼网点268号
青岛巨拓经贸有限公司,100万元人民币,青岛市市北区山东路109号2号楼1单元2001户
山东煜森泰进出口有限公司,500万元人民币,山东省青岛市市南区南京路17号219室
青岛崇烨贸易有限公司,100万元人民币,青岛市市南区东海西路35号9栋1703户
青岛润泽佳衣服装服饰有限公司,50万元人民币,青岛市市北区镇江路16号甲
青岛弗洛瑞斯国际贸易有限公司,500万元人民币,山东省青岛市黄岛区海西东路138号2栋2单元1510室
青岛东方汇商贸有限公司,50万元人民币,山东省青岛市李沧区延川路2号4号楼304室
青岛希恩进出口有限公司,50万元人民币,山东省青岛市市南区福州南路83号甲博海中心1906室
青岛格林威国际贸易有限公司,50万元人民币,山东省青岛市市南区香港中路6号世贸中心A座917室
青岛宇邦达工贸有限公司,100万元人民币,山东省青岛市胶州市铺集镇工业园
青岛格林特贸易有限公司,50万元人民币,山东省青岛市黄岛区胶河经济区柏丰路88号
青岛蒂森特瑞工贸有限公司,80万元人民币,山东省青岛市李沧区巨峰路177号2号楼2单元802户
青岛上力贸易有限公司,50万元人民币,青岛市四方区山东路177号(鲁邦广场)711室
青岛铸友机械科技有限公司,500万元人民币,山东省青岛市李沧区郑佛路15号
青岛环宇科美日化有限公司,100万元人民币,山东省青岛市黄岛区井冈山路658号407
青岛滨海兴贸易有限公司,200万元人民币,山东省青岛市黄岛区水灵山路101号
青岛凯建新材料科技有限公司,500万元人民币,山东省青岛市城阳区天风北路366号
青岛和和工业品有限公司,50万元人民币,山东省青岛市黄岛区菊花山路168号
青岛诺尔国际贸易有限公司,50万元人民币,青岛市李沧区文昌路28号3号楼2单元604户
青岛欧华花边织造有限公司,219.3万元人民币,青岛胶州市李哥庄镇魏家屯村
青岛恩艾思贸易有限公司,100万元人民币,山东省青岛市黄岛区灵山湾路566号
青岛威领国际贸易有限公司,200万元人民币,青岛市崂山区海尔路61号2号楼901户
青岛奇丽广和商贸有限公司,300万元人民币,青岛市李沧区邢台路16号3单元303室
青岛软盛塑业有限公司,300万元人民币,山东省青岛市胶州市胶东街道办事处于家村村南路北
青岛迈诺威机械有限公司,10万元人民币,山东省青岛市市北区福州北路129号3号楼2单元1001户
青岛晶晶采玻璃有限公司,100万元人民币,青岛市崂山区深圳路230号檀香湾小区2号楼906户
青岛致胜轮胎有限公司,100万元人民币,山东省青岛市黄岛区易通路贝多芬公馆18号楼1302
青岛君来轮胎有限公司,100万元人民币,山东省青岛市黄岛区银沙滩路1号金沙滩壹号小区8号楼1单元504
青岛伊莱特专用车辆有限公司,50万元人民币,山东省青岛市黄岛区胶南街道办事处闫家屋子村
青岛庚泉泰商贸有限公司,30万元人民币,山东省青岛市黄岛区隐珠街道办事处大哨头村1328号
青岛东方华骏国际贸易有限公司,50万元人民币,青岛市李沧区文昌路28号3号楼2单元1801户
青岛金丽泰进出口有限公司,100万元人民币,青岛市市南区太平角四路18号15栋102户
青岛斯达诺贸易有限公司,100万元人民币,山东省青岛市市南区瞿塘峡路30号科技城14层T-13
青岛德润泰汽车零部件有限公司,10万元人民币,青岛市市南区宁夏路156号8栋3单元402户
青岛福隆发进出口有限公司,5万元人民币,青岛市市北区桦川路74号501户
青岛鸿盛达金属有限公司,100万元人民币,青岛市黄岛区峄山路(原海滨五路777号)
青岛邦博润国际贸易有限公司,10万元人民币,青岛市李沧区金水路68号行政楼一楼101室
青岛汇沣万泰进出口有限公司,10万元人民币,青岛市市南区晓望支路8号1单元103户
青岛艾多丽丝工艺品有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇大屯一村东
青岛东鹏耀鑫工贸有限公司,50万元人民币,青岛市市南区芝罘路47号乙内504户
青岛亿飞发制品有限公司,10万元人民币,青岛胶州市李哥庄镇河荣二村
青岛爱尔发纺织有限公司,100万元人民币,山东省青岛市市南区香港中路26号1015户
青岛恒建工贸有限公司,50万元人民币,青岛市李沧区枣园路11号银座华府2号楼一单元1101室
青岛际泰国际贸易有限公司,10万元人民币,青岛市崂山区深圳路168号1号楼1单元401户
青岛瑞信安电器有限公司,30万元人民币,山东省青岛市崂山区翠岭路6号1号楼1402户
青岛蓝瑞国际贸易有限公司,3万元人民币,青岛市李沧区振华路130号1单元303户
青岛联兴工艺品有限公司,50万元人民币,山东省青岛市胶州市中云街道办事处油坊台子村
青岛科德胜地防锈材料有限公司,100万元人民币,青岛经济技术开发区崇明岛东路12号2073室
青岛智尚明贸易有限公司,200万元人民币,山东省青岛市城阳区西旺疃社区居委会北1000米
青岛韩鸿合泰进出口贸易有限公司,200万元人民币,山东省青岛市市南区东海西路28号龙翔广场七号楼
青岛卓信盛国际贸易有限公司,50万元人民币,山东省青岛市黄岛区珠江路1389号1栋办公2503
青岛华瑞隆国际贸易有限公司,10万元人民币,青岛市市北区同安二路20号4栋4单元502户
青岛海源食品有限公司,50万元人民币,青岛市市南区彰化路4号9号楼一层101室
青岛汇利丰盈国际贸易有限公司,100万元人民币,青岛市李沧区黑龙江中路629号9号楼1单元903户
青岛博泰航国际贸易有限公司,30万元人民币,山东省青岛市黄岛区月亮湾路743号
青岛丽澜工艺品有限公司,50万元人民币,青岛市李沧区临汾路148号5号楼2单元1903
青岛凯翔林国际货运代理有限公司,500万元人民币,青岛市南区太平路51号28层2813房间
青岛飞峻德华木业有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇前石龙村
青岛金贝乐发制品有限公司,50万元人民币,青岛市崂山区麦岛路1号甲11号楼1单元403户
青岛华国工贸有限公司,50万元人民币,青岛市黄岛区朝阳山路向阳岭村综合楼605户
青岛恒尚隆金属制品有限公司,200万元人民币,山东省青岛市黄岛区东佳路396号
青岛双丰硕金属制品有限公司,30万元人民币,青岛即墨市环秀街道办事处郭家巷新村青石路192号
青岛仁泰进出口有限公司,50万元人民币,青岛市城阳区正阳路151号世正爱丽安综合楼505
青岛众圣源进出口有限公司,500万元人民币,山东省青岛市李沧区金水路998号2单元202户
青岛丰瑞德国际物流股份有限公司,500万元人民币,山东省青岛市黄岛区东元路中段
青岛赛得瑞商贸有限公司,1000万元人民币,山东省青岛市黄岛区井冈山路658号1612室
青岛海西中德工贸有限公司,100万元人民币,山东省青岛市黄岛区王台镇逄猛孙村
青岛世优制造有限公司,500万元人民币,山东省青岛市城阳区惜福镇街道金院路22号北100米
青岛爱立森工贸有限公司,100万元人民币,山东省青岛市市南区龙江路11号平房1户
青岛瑞达隆进出口集团有限公司,5000万元人民币,青岛市崂山区同安路880号5号楼1单元1009户
青岛云天翔金属制品有限责任公司,100万元人民币,山东省青岛市黄岛区琅琊台路47号
青岛毅思达轮胎有限公司,100万元人民币,青岛市市北区连云港路33号1011户
青岛海德天诚工贸有限公司,50万元人民币,青岛市市南区珠海一路4号甲102室
青岛涌德福工贸有限公司,500万元人民币,山东省青岛市黄岛区烟台东九路77号
青岛欧冠橡胶有限公司,100万元人民币,山东省青岛市黄岛区滨海大道1288号
青岛欣荣恒通国际贸易有限公司,500万元人民币,青岛市市南区东海西路43号西塔楼22层D户
青岛友源冶金材料有限公司,200万元人民币,青岛市市南区东海中路12号2单元602户
青岛奥克亚国际贸易有限公司,10万元人民币,山东省青岛市城阳区正阳路388号利客来购物广场1号楼6层8室20150002号(集中办公区)
青岛兰芳服饰有限公司,50万元人民币,青岛市城阳区棘洪滩街道前海西社区居委会南100米
青岛保税区嘉美国际贸易有限公司,366万元人民币,青岛保税区前四路汽车大厦411室
青岛瑞浩工业品有限公司,200万元人民币,青岛市黄岛区临港经济开发区前洼村
青岛润信保材料有限公司,50万元人民币,青岛胶州市李哥庄镇大沽河工业园
青岛圣雪餐饮管理有限公司,300万元人民币,青岛市李沧区金水路801号10-1号楼1单元1102
青岛双喜鹤进出口有限公司,100万元人民币,山东省青岛市城阳区泰城路278号万科城市花园34-1-602室
青岛京道防护制品有限公司,150万元人民币,山东省青岛市胶州市胶北街道办事处杨家林村北
青岛创云鸿国际贸易有限公司,100万元人民币,青岛市城阳区城阳街道前桃林社区北侧
青岛佳鲁佳贸易有限公司,100万元人民币,山东省青岛市市北区连云港路33号3327户
青岛奥德丽发制品有限公司,50万元人民币,山东省青岛市城阳区兴阳路广告产业园1号楼526
青岛东弘工业科技有限公司,1000万元人民币,青岛市黄岛区张家楼镇工业园
青岛大通木业有限公司,50万元人民币,青岛李沧区京口路47号1905户
青岛华勇国际贸易有限公司,100万元人民币,青岛市市南区丰县路2号博思公寓2号楼1201室
青岛锦博洋国际贸易有限公司,50万元人民币,山东省青岛市城阳区双元路18号1506室
青岛海瑞制帽有限公司,100万元人民币,青岛胶州市胶东街道办事处三官庙村
青岛神荣贸易有限公司,10万元人民币,山东省青岛市市南区中山路44号3102户
青岛长白贸易有限公司,50万元人民币,青岛即墨市蓝鳌路788号德馨大厦17A08户
青岛迈源工贸有限公司,50万元人民币,青岛市城阳区城阳街道前旺疃社区居委会东南1000米
青岛惠天宜国际贸易有限公司,50万元人民币,青岛市市南区团岛二路19号1单元103户
青岛欧辰国际贸易有限公司,10万元人民币,青岛市市北区山东路111号2号楼2单元3102户
青岛奥斯特耐火材料有限公司,50万元人民币,青岛市市南区澳门路135号5栋2单元501户
青岛金娃娃恒顺服饰有限公司,50万元人民币,山东省青岛市即墨区通济新经济区人工智能产业园212号
青岛贵波进出口有限公司,100万元人民币,青岛市市北区上海路6号910室
青岛瀚丰生物科技有限公司,48万元人民币,青岛市黄岛区科教二路167号
青岛杜卡特橡塑制品有限公司,50万元人民币,青岛市黄岛区临港经济开发区疏港高速路口北侧
青岛惠好特自动化设备有限公司,50万元人民币,青岛市李沧区楼山支路6号218
青岛富乐国际贸易有限公司,50万元人民币,青岛市崂山区苗岭路29号1001室
青岛晨喜工艺品有限公司,20万元人民币,青岛胶州市李哥庄镇魏家屯村
青岛世熙贸易有限公司,50万元人民币,青岛即墨市永合花园3号楼1-302户
青岛源丰润进出口有限公司,50万元人民币,青岛市市南区香港中路10号2号楼2613户
青岛丽瑾瑜工贸有限公司,50万元人民币,青岛市黄岛区王台镇前二沟338号甲
青岛轶瑞合贸易有限公司,20万元人民币,青岛市市北区延安路173号乙栋105户
青岛帝佑贸易有限公司,10万元人民币,青岛市市北区寿光路3号1003户
青岛舒雅酒店用品有限责任公司,50万元人民币,山东省青岛市黄岛区武夷山路632号楼10网点
青岛隆泰豪机械有限公司,116万元人民币,山东省青岛市市南区东海西路37号2栋9层3户
青岛博美恒通国际贸易有限公司,600万元人民币,青岛市市南区东海西路20号7栋一层
青岛弘泰源鞋业有限公司,150万元人民币,青岛胶州市北关街道办事处西谷家庙子村
青岛得亿阳光国际贸易有限公司,100万元人民币,青岛市李沧区延川路2号4号楼1单元1602户
青岛吉泰铝业有限公司,100万元人民币,山东省青岛市市南区汇泉路17号8011户
青岛华路普进出口有限公司,50万元人民币,山东省青岛市崂山区崂山路87号戊19号楼1单元601室
青岛欧斯科贸易有限公司,10万美元,山东省青岛市城阳区城阳街道西郭庄工业园路1号
青岛佰事佰家具有限公司,100万元人民币,山东省青岛市城阳区棘洪滩街道小胡埠社区1号
青岛华锦国际贸易有限公司,1200万元人民币,青岛市李沧区永定路21号-7
青岛昊润工业品有限公司,100万元人民币,青岛市黄岛区隐珠街道办事处临港路南
青岛共利贸易有限公司,100万元人民币,青岛市市南区山东路16号甲1202户
青岛涵洪发制品有限公司,200万元人民币,青岛市胶州市李哥庄镇孙家村
青岛福合盈国际贸易有限公司,200万元人民币,山东省青岛市胶州市华鲁国际御龙广场小区1号楼4层182号网点
青岛五谷丰国际贸易有限公司,500万元人民币,青岛市崂山区九水东路637号松山后新村13号楼3单元202户
青岛赛德瑞发制品有限公司,50万元人民币,山东省青岛市胶州市九龙街道办事处东石河村村北
青岛科超伦服装有限公司,50万元人民币,山东省青岛市胶州市洋河镇政府驻地(397省道北)
青岛莱特工贸有限公司,50万元人民币,青岛市四方区开平路6号乙-16
青岛宝奥金益国际贸易有限公司,100万元人民币,山东省青岛市市北区庆安路51号601户
青岛欧圣雅贸易有限公司,150万元人民币,山东省青岛市李沧区金水路737号4号楼1303户
青岛世纪明浩国际贸易有限公司,100万元人民币,山东省青岛市崂山区同安路880号5号楼1008
青岛嘉泰源国际贸易有限公司,300万元人民币,青岛市市南区香港中路6号世界贸易中心A座2712室
青岛凌森工贸有限公司,100万元人民币,山东省青岛市黄岛区金沙滩路182号6号楼223室
青岛海佑德工贸有限公司,100万元人民币,山东省青岛市黄岛区金海路998号
青岛天一久机械设备有限公司,100万元人民币,青岛市崂山区王哥庄街道解家河社区
青岛婴皇奈儿纺织品有限公司,500万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-450(商务秘书公司托管地址)(A)
青岛合和汇泰贸易有限公司,50万元人民币,青岛市市南区香港西路32号308室
青岛艾木贸易有限公司,50万元人民币,青岛市李沧区湾头村东100米
青岛豪华昌制帽有限公司,100万元人民币,山东省青岛市胶州市李哥庄镇小窑村
青岛高盛制帽有限公司,10万元人民币,青岛胶州市李哥庄镇南张家庄村
青岛凯硕工贸有限公司,30万元人民币,青岛市黄岛区铁橛山路1111号石桥大厦606室
青岛宇辰熙商贸有限公司,50万元人民币,青岛市市北区营口路77号2号楼2单元102户
青岛美纺美特服饰有限公司,50万元人民币,青岛胶州市阜安办事处滨州路118号
青岛瑙馧工艺品有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇小辛疃村
青岛众和源发制品有限公司,50万元人民币,青岛胶州市李哥庄镇周家村
青岛雷尼尔国际贸易有限公司,50万元人民币,山东省青岛市黄岛区井冈山路658号2609
青岛华云工艺品有限公司,50万元人民币,青岛胶州市胶东办事处小麻湾东村
青岛燊达尼工贸有限公司,100万元人民币,山东省青岛市胶州市阜安办事处邹家洼工业园
青岛春城橡胶制品有限公司,50万元人民币,山东省青岛市黄岛区胶南街道办事处水城路北端
青岛恒益元国际贸易有限公司,50万元人民币,青岛市李沧区金水路737号7号楼1单元1401户
青岛金通机电有限公司,50万元人民币,山东省青岛市黄岛区珠山路158号
青岛祥悦林工贸有限公司,10万元人民币,青岛市黄岛区双珠路82号1栋2单元609室
青岛大富来鞋业有限公司,50万元人民币,青岛即墨市段泊岚镇东瓦戈庄一村
青岛库玛工贸有限公司,500万元人民币,山东省青岛莱西市农副产品交易市场2#
青岛繁荣贸易有限公司,30万元人民币,山东省青岛莱西市重庆中路16号9栋网点107-1
青岛金翔工业制品有限公司,30万元人民币,山东省青岛市黄岛区朝阳山路385号
青岛恒益得帽料业有限公司,50万元人民币,青岛胶州市李哥庄镇周臣屯
青岛群恒生物科技有限公司,50万元人民币,青岛市市南区文登路9号二栋118室
青岛康孚海斯国际贸易有限公司,500万元人民币,青岛市李沧区九水东路196-29号
青岛亿信美工艺品有限公司,100万元人民币,青岛胶州市胶东街道办事处大麻湾一村西
青岛谷昂工贸有限公司,1000万元人民币,山东省青岛市黄岛区峨眉山路396号34号楼4楼
青岛万基隆进出口有限公司,500万元人民币,青岛市市北区重庆南路81号丙504
青岛恩润达贸易有限公司,200万元人民币,青岛即墨市鹤山路南埠惜路东侧1号楼102
青岛铠禄森工贸有限公司,100万元人民币,青岛市黄岛区石桥大厦1407
青岛南巢国际贸易有限公司,500万元人民币,青岛市李沧区广水路771号苏宁物流中心1号楼608室
青岛亿世纪国际贸易有限公司,1000万元人民币,青岛市市北区同安二路138号一层
青岛亿盛永信饰品有限公司,100万元人民币,山东省青岛市胶州市李哥庄镇沽河大街
青岛汇福鑫轮胎有限公司,1200万元人民币,山东省青岛市黄岛区井冈山路660号1单元2802户
青岛泉林通成国际货运代理有限公司,500万元人民币,山东省青岛市市南区台西二路14号503户
青岛豪丰国际贸易有限公司,56万元人民币,青岛崂山区海尔路63号2号楼412户
青岛诺百利国际贸易有限公司,50万元人民币,青岛市市南区银川西路18号2栋2单元701户
青岛佳龙源工贸有限公司,500万元人民币,山东省青岛莱西市农副产品交易市场2#
青岛富特嘉经贸有限公司,500万元人民币,山东省青岛市城阳区正阳路151号银发大厦四号楼1409室
青岛迅而信国际贸易有限公司,500万元人民币,山东省青岛市城阳区正阳中路196号国际商务港办公928
青岛惠好电子科技有限公司,50万元人民币,青岛市李沧区湘潭路55号-3
青岛斯润特工贸有限公司,50万元人民币,山东省青岛市保税区莫斯科路49号二楼2010室-A451号(商务秘书公司托管地址)
青岛诺维奇实业有限公司,16000万元人民币,山东省青岛市即墨区潮海办事处岙兰路422号
青岛盛泰大地工贸有限公司,1000万元人民币,山东省青岛市即墨市鹤山路888号世贸大厦806室
青岛世纪泛海国际贸易有限公司,100万元人民币,山东省青岛市黄岛区漳江路12号2单元1703室
青岛欣宇希假发有限公司,50万元人民币,青岛胶州市李哥庄镇石拉子村
青岛万路通鞋业有限公司,120万元人民币,青岛胶州市胶东街道办事处周家庄村南
胜利油田沁发（青岛）市场化采购有限公司,2500万元人民币,青岛市市南区山东路27号1104户
青岛凯盛制帽有限公司,10万元人民币,青岛胶州市李哥庄镇大窑村
青岛宝祥源贸易有限公司,50万元人民币,青岛市黄岛区金晖路188号
青岛东邱进出口贸易有限公司,100万元人民币,青岛市李沧区金水路737号2号楼2单元1602户
青岛泽伊服饰有限公司,300万元人民币,山东省青岛市城阳区流亭街道赵村社区居委会东500米
青岛舒内工贸有限公司,30万元人民币,青岛市城阳区棘洪滩街道北万社区北150米
青岛富德华成商贸有限公司,3万元人民币,青岛市李沧区九水东路130-135号
青岛海源宝钢铁有限公司,30万元人民币,青岛即墨市环秀办事处大韩村
青岛龙辉橡塑有限公司,50万元人民币,青岛市李沧区杨家上流村南
青岛海辰瑞贸易有限公司,50万元人民币,青岛市市南区保定路18号1403A
青岛安信达隆国际贸易有限公司,200万元人民币,青岛市市北区连云港路37号3414户
青岛五星贸易有限公司,50万元人民币,青岛市市南区东海西路1号3号楼807户
青岛拳王劳保用品有限公司,50万元人民币,青岛市胶州市胶西镇付家村
青岛百盛发制品有限公司,50万元人民币,青岛胶州市李哥庄镇李哥庄村
青岛薇尔张发制品有限公司,10万元人民币,青岛胶州市胶东街道办事处葛埠岭村
青岛东浦鑫海商贸有限公司,50万元人民币,青岛市崂山区沙子口街道小河东社区
青岛瑞福泰机械设备有限公司,300万元人民币,山东省青岛市市北区抚顺路31-2号
青岛洋紫荆金牛包装材料有限公司,2300万元人民币,青岛市城阳区韩海路67号12号楼2单元101(仅限办公)
青岛万乐翔工贸有限公司,100万元人民币,青岛胶州市李哥庄镇广场大街37号
青岛西肯硅材料进出口有限公司,1000万元人民币,青岛市市南区香港中路6号A座23层D户
青岛长鹏劳保用品有限公司,52万元人民币,青岛胶州市胶西镇付家村84号
青岛炅阳光伏科技有限公司,1223万元人民币,青岛胶州市胶北镇工业园
青岛金海航工贸有限公司,100万元人民币,山东省青岛市市南区银川西路7号10号楼2单元1202户
青岛科利沃机械有限公司,10万元人民币,青岛市城阳区双元路18号88号楼网点031层
青岛晨韵家纺有限公司,20万元人民币,山东省青岛市崂山区合肥路851号4号楼2单元2504
青岛三恒针织有限公司,1000万元人民币,山东省青岛市黄岛区灵山卫街道办事处
青岛仁津国际贸易有限公司,50万元人民币,山东省青岛市胶州市营海工业园云兴路中段
青岛鼎晟得国际贸易有限公司,50万元人民币,山东省青岛市城阳区夏庄街道中曹村社区居民委员会西1000米
青岛新凑贸易有限公司,100万元人民币,青岛市城阳区文阳路201-1号
青岛瑞港冶金能源有限公司,1000万元人民币,青岛市崂山区海尔路63号数码科技中心1号楼1604室
青岛杰莱迪曼贸易有限公司,1000万元人民币,青岛市市南区山东路9号深业中心A座17C
青岛凯华生物降解塑料制品有限公司,1000万元人民币,青岛市黄岛区辛安镇辛安村
青岛岭康国际贸易有限公司,50万元人民币,山东省青岛市城阳区308国道城阳段28号16号楼1单元302户
青岛诚志和贸易有限公司,50万元人民币,青岛市黄岛区滨海街道办事处204国道中段
青岛艾普瑞电子设备有限公司,500万元人民币,青岛市市南区南京路98号1号楼601户
青岛天泰伟业制帽有限公司,200万元人民币,青岛胶州市胶东街道办事处小半窑村
青岛硕能尚品科技有限公司,500万元人民币,山东省青岛市高新区华东路826-49号
青岛诺贝尔发制品有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇李哥庄村
青岛裕垠商贸有限公司,2000万元人民币,青岛市市南区银川西路28号2号楼1701户
青岛辰朔贸易有限公司,200万元人民币,青岛胶州市兰州东路103号
青岛涛盛金属制品有限公司,20万元人民币,青岛即墨市普东镇长直村
山东凯瑞奇轮胎有限公司,500万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1493(商务秘书公司托管地址)(A)
青岛关贸木业有限公司,20万元人民币,山东省青岛市胶州市胶西镇南杜村
青岛吉顺工艺品有限公司,50万元人民币,青岛胶州市李哥庄镇黄家屯村
青岛意恩机械有限公司,50万元人民币,山东省青岛市市北区福州北路133号鼎都商务楼4号楼1单元504室
青岛心思美商贸有限公司,6万元人民币,山东省青岛市城阳区黑龙江中路187号
青岛雅格美工艺品有限公司,100万元人民币,青岛胶州市李哥庄镇魏家屯村
青岛柯佳信工贸有限公司,100万元人民币,青岛市李沧区安顺路36号乙-1
青岛凯沣工贸有限公司,300万元人民币,青岛市即墨市华山一路刁家疃村
青岛泽尔嘉贸易有限公司,50万元人民币,山东省青岛市黄岛区东岳中路星河城一期14号楼1单元902
青岛永硕工业品有限公司,50万元人民币,青岛市四方区金华支路12号5号楼1单元1501户
青岛富润德贸易有限公司,60万元人民币,山东省青岛市市北区台柳路276号甲4号楼3单元201户
青岛菲勒尔国际贸易有限公司,50万元人民币,青岛市四方区居仁路6号1602房间
青岛文玮创新进出口有限公司,50万元人民币,青岛市李沧区太原路73号2号楼2单元202户
青岛红海帆起进出口有限公司,50万元人民币,山东省青岛市黄岛区长江东197号内11栋1单元2502
青岛格润家进出口有限公司,10万元人民币,山东省青岛市崂山区海尔路21号世纪华庭5号楼501
青岛锦欣国际贸易有限公司,100万元人民币,山东省青岛市市南区台北路11号一单元601
青岛欧雅华进出口有限公司,50万元人民币,山东省青岛市崂山区海尔路33号11号楼1单元1001
青岛东蟾进出口有限公司,50万元人民币,山东省青岛市崂山区海尔路61号1号楼1306室
青岛福沃德金属塑料制品有限公司,50万元人民币,山东省青岛市即墨区汽车产业新城凤凰山二路中段东
青岛矩泰国际贸易有限公司,50万元人民币,山东省青岛市市南区福州南路97号308室
青岛彤彤布业有限公司,50万元人民币,青岛胶州市李哥庄镇孙家村
青岛恩泰格理工贸有限公司,60万元人民币,山东省青岛市城阳区城阳街道祺阳路138号
青岛川森国际贸易有限公司,200万元人民币,山东省青岛市黄岛区世纪大道路1389号1栋5单元202
青岛华瑞云创工贸有限公司,200万元人民币,青岛市李沧区四流中支路9号胜利花园14号楼1单元202室
青岛迪澳国际贸易有限公司,200万元人民币,山东省青岛市市南区福州南路62号甲2栋2单元1301户
生活空间家居有限公司,5000万元人民币,青岛经济技术开发区阿里山路121号内1号别墅
青岛卓达国际贸易有限公司,800万元人民币,青岛保税区北京路63号天智国际大厦8层A户
青岛嘉澜国际贸易有限公司,500万元人民币,山东省青岛市市南区四川路86号甲
青岛御苑昌丰工贸有限公司,100万元人民币,山东省青岛市胶州市胶西镇苑戈庄村
青岛顺一国际货运代理有限公司,500万元人民币,青岛市市南区宁夏路89号416房间
青岛溢杰嘉禾国际贸易有限公司,50万元人民币,青岛市市北区太清路10号2单元601室
青岛中坤宏达贸易有限公司,50万元人民币,青岛市城阳区正阳东路16号14号楼1单元402(仅限办公)
青岛柳光皮革有限公司,50万元人民币,青岛市城阳区春城路201号19号楼2单元301户(仅作办公)
青岛简意木制品有限公司,500万元人民币,山东省青岛市胶州市胶莱镇马店西村村北
青岛派恩特工贸有限公司,100万元人民币,山东省青岛市市北区小港一路24号12号楼106户
青岛创信工贸有限公司,300万元人民币,青岛市黄岛区珠海街道办事处双珠路(原珠海中路13号)
青岛金泉防护用品有限公司,600万元人民币,青岛经济技术开发区长江路街道办事处荒里社区居委会309室
青岛勇盛佳包装制品有限公司,200万元人民币,青岛市李沧区重庆中路199号
青岛迈腾纸业有限公司,50万元人民币,青岛胶州市泉州路62号
青岛欣意昂然贸易有限公司,100万元人民币,山东省青岛市市南区太平角六路13号3单元201室
青岛德海通商贸有限公司,1000万元人民币,青岛市黄岛区(原胶南市)世纪大道847号
青岛发派曼商贸有限公司,10万美元,山东省青岛市城阳区春城路620号223室
青岛中振海洋生物技术有限公司,50万元人民币,青岛市黄岛区月亮湾路东段
青岛经纬天成国际贸易有限公司,100万元人民币,山东省青岛市崂山区石岭路39号山东民营科技大厦(名汇国际)2号楼18层(集中办公区)
青岛捷盈机械有限公司,10万元人民币,山东省青岛市崂山区仙霞岭路1号中惠商住楼1号楼702
青岛龙牌商贸有限公司,1000万元人民币,青岛市四方区鞍山一路88号3708户
青岛丰伦橡塑制品有限公司,30万元人民币,青岛市黄岛区灵山卫街道办事处蔡家庄村
青岛惠东好国际贸易有限公司,50万元人民币,青岛市市北区同安三路84号2单元301户
青岛世纪创新商贸有限公司,50万元人民币,山东省青岛市市南区福州南路9号1111房间
青岛圣马可国际贸易有限公司,500万元人民币,山东省青岛市市北区敦化路328号诺德广场B座3401室
青岛鑫富源工贸有限公司,50万元人民币,青岛胶州市李哥庄镇孙家村
青岛宝利尔工贸有限公司,50万元人民币,山东省青岛市城阳区青威路625号青特赫府1号楼1单元1002户
青岛隆恒泰贸易有限公司,50万元人民币,山东省青岛市城阳区夏庄街道东黄埠社区居委会东500米
青岛赤兔马国际贸易有限公司,1000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1059(商务秘书公司托管地址)(A)
青岛盛世新悦国际贸易有限公司,50万元人民币,青岛市崂山区海尔路63号1号楼1505户
青岛泽鑫荣国际进出口贸易有限公司,100万元人民币,山东省青岛市黄岛区凰蹲山路17号农民公寓16号楼一单元501
青岛麦克斯威尔工贸有限公司,20万元人民币,山东省青岛市市南区山东路1号3栋2406户
麦普乐机械（青岛）有限公司,180万元人民币,青岛即墨市龙山办事处后北葛村
青岛盘古润滑技术有限公司,2210万元人民币,山东省青岛市高新区锦业路1号中小企业孵化器A3-3-8
青岛润祥聚贸易有限公司,50万元人民币,青岛市崂山区合肥路856号4号楼2单元1502户
青岛茂彤服饰有限公司,50万元人民币,青岛市崂山区海尔路31号青建橄榄城7号楼1802室
青岛卓越蔚蓝贸易有限公司,50万元人民币,青岛市市南区香港中路5号中纺大酒店306室
青岛超裕隆贸易有限公司,500万元人民币,青岛市李沧区四流中路46号C13-1
青岛宇聪进出口有限公司,50万元人民币,青岛保税区上海路34号五段五层5013
青岛金益洋实业有限公司,200万元人民币,青岛市市南区福州南路87号2002室
青岛亚迪尔贸易有限公司,50万元人民币,青岛市李沧区北崂路1022号(中艺1688创意产业园)E1楼(集中办公区)
青岛福泰诚工贸有限公司,2170万元人民币,山东省青岛市黄岛区双珠路(原珠海东路136号)
青岛永亿专用车辆有限公司,200万元人民币,青岛市黄岛区临港经济区闫家屋子村北
青岛雅美尔家纺有限公司,800万元人民币,山东省青岛市即墨区北安街道办事处龙门路7号
青岛朗捷国际贸易有限公司,200万元人民币,青岛市城阳区204国道东侧(原北部工业园内)
青岛锦一品帽业有限公司,100万元人民币,青岛胶州市李哥庄镇冷家庄村
青岛注成金属有限公司,3000万元人民币,青岛市崂山区海尔路31号9号楼701
青岛瓦西里机械有限公司,200万元人民币,山东省青岛市市南区大田路11号1-2层网点115室
