企业名称,注册资本,企业地址
江阴丽身佳琪医疗美容诊所有限公司,50万元人民币,江阴市周庄镇光辉路427号
无锡恩凯美承医疗器械有限公司,30万元人民币,无锡市梁溪区锡惠园22-6-218
无锡市和生永华医疗科技有限公司,300万元人民币,无锡市滨湖区梁清路555号龙山大厦1203
无锡益可泰医疗器械有限公司,85万元人民币,无锡市滨湖区胡埭工业园环镇北路6号
无锡市程壹冯医疗器械有限公司,150万元人民币,无锡市梁溪区会西路30-2号三楼(西)
无锡东贯医疗科技有限公司,10万元人民币,无锡经济开发区嘉业财富中心8-2025
无锡梓旺康复医疗管理有限公司,50万元人民币,无锡市锡山区东北塘街道东亭北路58号
无锡市凯顺医疗器械制造有限公司,102万元人民币,无锡市锡山区锡北镇张泾东街90号
无锡锦帛诚医疗器械科技有限公司,650万元人民币,无锡市新吴区硕放振发五路32号
无锡市金益康医疗器械有限公司,100万元人民币,无锡市蠡湖大道168号蠡湖大厦1103室
无锡市富泰华医疗科技有限公司,50万元人民币,无锡市锡山区东亭卡摩尔汽车广场A206
无锡耀世金医疗科技有限公司,100万元人民币,无锡市梁溪区南湖大道501号扬名创智园H幢121
无锡康迈创智医疗科技发展有限公司,800万元人民币,江阴市东盛西路6号A4楼
宜兴市昊佑医疗器械有限公司,100万元人民币,宜兴环科园绿园路508号
丹特迪瑞医疗器械（无锡）有限公司,200万元人民币,无锡市锡山经济技术开发区芙蓉中三路99号
无锡士尧医疗器械科技有限公司,100万元人民币,宜兴环科园绿园路228号太平洋大厦312 1305室
无锡安健新医疗技术有限公司,62万元人民币,无锡新区震泽路18号无锡(国家)软件园水瓶座幢406、407、408室
江苏优格医疗器械销售服务有限公司,1000万元人民币,江阴市果园路39号
宜兴市英甲医疗器械有限公司,100万元人民币,宜兴市新街街道堂前村
宜兴市恺羽医疗器械有限公司,50万元人民币,宜兴市宜城街道荆溪路175号
无锡市新佳和医疗器械有限公司,15万元人民币,无锡市新吴区菱湖大道228号天安智慧城3-211
中科西铭医疗科技无锡有限公司,200万元人民币,无锡市新吴区南丰配套园A区23-25号办公楼201、202室
迈海医疗科技（无锡）有限公司,200万元人民币,无锡市新吴区长江北路282-1819
江阴市中启安怡医疗器械有限公司,100万元人民币,江阴市青阳镇锡澄路1579号
无锡市浩怡医疗器械有限责任公司,50万元人民币,无锡市新吴区塘南村永胜桥前巷33-1
无锡市振则通医疗器械有限公司,3万元人民币,江阴市寿山路58-1
无锡市俊维勒医疗科技有限公司,100万元人民币,宜兴市宜城街道墙地砖市场二期17幢197号
无锡市源锡堂医疗器械有限公司,100万元人民币,无锡市梁溪区塘南新村36号西二楼202
无锡市惠之泉医疗器械有限公司,50万元人民币,无锡市滨湖区惠河路200-36号
江阴市华盛英康医疗器械有限公司,2万元人民币,江阴市华士镇勤丰路218-222三楼
无锡道裔医疗器械经营有限公司,100万元人民币,江阴市中山北路80号四楼
江阴天恩由爱医疗器械有限公司,50万元人民币,江阴市文化西路7号
无锡释源数字医疗技术有限公司,100万元人民币,无锡市锡山区锡北镇张泾锡港西路99号
无锡九慈医疗器材制造有限公司,300万元人民币,无锡市锡山经济技术开发区芙蓉中三路99号
无锡市澄南智创医疗器械有限公司,500万元人民币,江阴市南闸街道南祥路3号
凯夫诺达（无锡）医疗科技有限公司,1000万元人民币,无锡市滨湖区马山霞光路12号
无锡奇莱医疗器械科技有限公司,100万元人民币,无锡市梁溪区优谷商务园18单元2210号
无锡恒冠口腔医疗管理有限公司,80万元人民币,无锡市滨湖区经贸路天竺花苑58-2
江阴方学尧口腔医疗有限公司,30万元人民币,江阴市华士镇陆桥西街25号
奥普康医疗科技（无锡）有限公司,200万元人民币,无锡市新吴区金城大厦1-1609
无锡天森联影医疗设备有限公司,318万元人民币,江阴市祝塘镇环西路10号
宜兴送芝康医疗科技有限公司,100万元人民币,宜兴市新街街道氿洲广场写字楼908室
久桑医疗科技（无锡）有限公司,50万元人民币,无锡市梁清路555-1311
江阴市卫虹医疗器械有限公司,100万元人民币,江阴市申港街道人民北路72号
无锡牙友口腔医疗管理有限公司,20万元人民币,无锡市凤宾路124号
无锡药明奥测医疗科技有限公司,300万元人民币,无锡市滨湖区梅梁路88号306室
无锡澄文亚康医疗器械有限公司,2.5万元人民币,"无锡市上马墩,靖海公园西2幢2楼"
无锡家有健康医疗门诊有限公司,20万元人民币,无锡市惠山区前洲街道丁香雅苑32-3/32-4(城铁惠山站区)
江苏希曼智能生物医疗装备有限公司,1000万元人民币,无锡市滨湖区胡埭镇港储路3号
江阴市助你康医疗器械有限公司,3万元人民币,江阴市环城北路61号
无锡泓康可喜安医疗器械有限公司,50万元人民币,无锡市稻香新村14-15号西侧二楼
无锡市润宣康医疗器械有限公司,2万元人民币,无锡市梁溪区南长街152号二楼
无锡一粒米医疗器械制造有限公司,1000万元人民币,无锡市惠山区堰新路345号内3#厂房第四层东北部
无锡义佳医疗净化工程有限公司,300万元人民币,无锡市梁溪区金太湖国际城1149号
江阴施尔美医疗美容医院有限公司,500万元人民币,江阴市虹桥北路43号1-5楼
江阴星瑞仁家医疗器械有限公司,5万元人民币,江阴市阳光路160号
无锡以弗所医疗设备维修有限公司,10万元人民币,无锡市北塘区广石西路846号
无锡佳和医疗投资中心（有限合伙）,100万元人民币,无锡市滨湖区湖滨路688-904
无锡闻澜创惠医疗科技有限公司,100万元人民币,无锡市惠山区阳山镇人民西路18号
江阴市舒齿口腔医疗有限公司,30万元人民币,江阴市周庄镇长寿路191号
无锡耘林医疗运营管理有限公司,100万元人民币,无锡市惠山区钱桥街道钱桥大街103号
江阴市丽身鸣骅医疗美容诊所有限公司,58万元人民币,江阴市虹桥南路734、736号
无锡市禾丽医疗美容门诊有限公司,300万元人民币,无锡市梁溪区钟楼街26
无锡圣美瑞医疗美容门诊有限公司,1000万元人民币,无锡市滨湖区美湖家园22-5至22-11
曜诚睿（无锡）医疗科技有限公司,220万元人民币,无锡市滨湖区科教软件园8号楼503、504
无锡新拓卡医疗器材科技有限公司,100万元人民币,无锡市新吴区泰山路2号国际科技合作园C楼SE-6座
无锡莲一慈医堂医疗管理有限公司,1000万元人民币,无锡市新吴区江溪街道万裕苑二区204号
无锡正鸿勇迅医疗科技有限公司,100万元人民币,无锡市惠山区阳山镇人民西路18号
无锡爱柯嘉达医疗管理有限公司,100万元人民币,无锡市梁溪区运河东路 557-611
无锡德新纪元医疗科技有限公司,100万元人民币,无锡市惠山区惠山大道108-2-902-10(地铁西漳站区)
无锡灵锡医疗器械科技有限公司,100万元人民币,无锡市锡山经济技术开发区芙蓉中三路99号
无锡雨露慧康医疗科技有限公司,100万元人民币,无锡市新吴区招商城路99号909室
无锡市欧普兰医疗科技有限公司,50万元人民币,无锡市蠡园开发区滴翠路95号汇光科技园2号楼三层
无锡市太豪医疗器械科技有限公司,100万元人民币,无锡市滨湖区胡埭经济发展园B区10号
梯西爱尔埃齐医疗科技（无锡）有限公司,97.14万美元,无锡市新吴区清源路20号立业楼A区308室
无锡博源康医疗器械贸易有限公司,100万元人民币,"无锡市新吴区纺城大道298-C4-1510,1511,1512,1513,1514,1527"
无锡豪福沃医疗器械科技有限公司,100万元人民币,无锡市锡山区东港镇东湖塘锡港东路45号
无锡市乐逸未来医疗器械有限公司,100万元人民币,无锡市梁溪区县前西街158-2
无锡正平勇高医疗科技有限公司,100万元人民币,无锡市惠山区惠山大道108-2-902-14(地铁西漳站区)
无锡博达康微创医疗科技有限公司,100万元人民币,无锡市新吴区金城东路299号五洲国际工业博览城D馆幢301-1单元905
无锡福祈纳微医疗器械科技有限公司,1000万元人民币,无锡市锡山经济技术开发区芙蓉中三路99号
江阴市健尔洁医疗用品有限公司,100万元人民币,江阴市周庄镇陶城村砂山大道388号
江阴米瑞可医疗美容门诊有限公司,300万元人民币,江阴市澄江街道北潮路356号
宜兴市笑一堂医疗器械有限公司,1万元人民币,宜兴市官林镇健康路168号
千禾医疗咨询服务（无锡）有限公司,50万元人民币,无锡市滨湖区十八湾17号621
无锡锦尚辉医疗器械科技有限公司,500万元人民币,无锡市梁溪区优谷商务园18-2202
无锡富健医疗投资管理合伙企业（有限合伙）,1800万元人民币,无锡市新区龙山路2-18-1608
无锡菲尚医疗美容门诊部有限公司,100万元人民币,无锡市新区旺庄路200-1
宜兴市佳启禾医疗器械有限公司,100万元人民币,宜兴市张渚镇南门村
无锡康谱特医疗器械科技有限公司,1000万元人民币,江阴市祝塘镇金水路7号
宜兴市惠众医疗器械科技有限公司,100万元人民币,宜兴市宜城街道氿滨大道51号
江阴牙玉齿口腔医疗有限公司,200万元人民币,江阴市花园路206、208、210、212、214、216号
奥博科迪亚医疗科技（无锡）有限公司,50万美元,无锡市新吴区清源路18号大学科技园530大厦A408-2-5
江苏宏强生物医疗科技发展有限公司,1000万元人民币,无锡市塘南路时代上河星汇天地30A1909-1910
瑞康医药集团江阴瑞达医疗器械有限公司,2000万元人民币,江阴市长山大道18号M楼103
无锡佑铭智携医疗科技有限公司,50万元人民币,无锡市新吴区龙山路4号C幢403
无锡海普夫勒医疗科技有限公司,500万元人民币,无锡市新吴区金城东路510号二楼
无锡玫茜医疗美容门诊部有限公司,1000万元人民币,无锡市滨湖区万科城市花园四区80-1号101
无锡傲君医疗机器人商贸有限公司,500万元人民币,无锡市惠山经济开发区锦惠路10
江阴市佳博医疗投资管理有限公司,50万元人民币,江阴市青阳镇旌阳南路31号二楼
无锡市新健可喜安医疗器械有限公司,50万元人民币,无锡市颐和湾公寓49-20、21
无锡久辉春诚医疗器械有限公司,50万元人民币,无锡市梁溪区金山北产业园C区1-9-19009
联合健康医疗大数据（无锡）有限责任公司,1000万元人民币,无锡经济开发区金融二街1号8层8001室
宜兴市牙管家口腔医疗有限公司,28万元人民币,宜兴市芳桥街道芳溪路8幢101室
无锡市欣鸿医疗综合门诊有限公司,50万元人民币,无锡市新吴区鸿山街道欣鸿路2号
江阴钥洋由爱医疗器械有限公司,50万元人民币,江阴市春晖路197号
江阴市喜恩奕康医疗器械有限公司,2万元人民币,江阴市朝阳路108号
医视界医疗科技发展（无锡）有限责任公司,1000万元人民币,无锡市锡山区安镇街道山河路浙大网新国际科创园8号楼2楼
无锡安之卓医疗机器人贸易有限公司,500万元人民币,无锡市惠山经济开发区锦惠路10
无锡市关爱丰永宠物医疗有限公司,30万元人民币,无锡市梁溪区永丰路101
无锡汇佰利医疗器械科技有限公司,500万元人民币,无锡市锡山经济技术开发区春晖东路92号1号楼401室
江阴齐乐口腔门诊医疗有限公司,100万元人民币,江阴市长江路122号
无锡市博尔康美迪康医疗科技有限公司,100万元人民币,无锡市惠山区洛社镇润杨村
江阴数康医疗器械技术服务有限公司,5万元人民币,江阴市璜土镇澄路3808-4号1198席
江阴链亲医疗器械销售有限责任公司,1万元人民币,江阴市璜土镇万安路15号
江阴康健医疗器械技术服务有限公司,5万元人民币,江阴市璜土镇澄路3808-4号1208席
无锡靓之琳甄美医疗美容门诊有限公司,300万元人民币,无锡市中南路8号46号门301-306
江苏乐鑫精准病理医疗服务有限公司,1000万元人民币,无锡市滨湖区建筑西路777号A5幢2层203
无锡康乐医疗健康产业投资有限公司,80万元人民币,无锡市锡山区东亭街道春联路22号
江阴采纳医疗信息技术有限公司,50万元人民币,江阴市祝塘镇环西路23号
美森迪斯（无锡）医疗器械有限公司,400万元人民币,宜兴市徐舍镇徐丰路23号
宜兴市瑞诺慈医疗科技有限公司,20万元人民币,宜兴市高塍镇塍西村
无锡西锐医疗器械技术服务有限公司,150万元人民币,江阴市迎宾路26号1幢703室
无锡市媛智宠物医疗有限责任公司,40万元人民币,无锡市惠山区欣惠路160、160-1
无锡市赫恩医疗美容门诊有限公司,200万元人民币,无锡市新吴区旺庄东路201号2、4、6、8、10商铺
江阴汇新明祯堂医疗器材有限公司,300万元人民币,江阴市临港新城申港申南村张家桥297-2号
新红医（无锡）医疗信息技术有限公司,50万元人民币,无锡市新吴区菱湖大道111号无锡软件园天鹅座D栋301室-G17
江阴全好口腔门诊医疗有限公司,81万元人民币,江阴市青山路111号
无锡优恩医疗美容门诊部有限公司,201万元人民币,"无锡市淘沙巷B块3号楼(门牌号8号)二楼(横轴14-22,纵轴E-L)、4号楼(门牌号9号)二楼"
佰狮威医疗科技（无锡）有限责任公司,100万元人民币,无锡市锡山区东亭街道迎宾南路17号
无锡市自然美口腔医疗管理有限公司,50万元人民币,无锡市梁溪区惠钱路127号
无锡市瀚晨医疗美容门诊部有限公司,200万元人民币,无锡市滨湖区太湖国际三街区109-102、103、104、105、106、107
无锡市康乐天医疗护理设备有限公司,200万元人民币,无锡惠山经济开发区前洲配套区堰玉路
木村（无锡）生物医疗科技有限公司,100万元人民币,无锡市梁溪区锡沪东路99-2-1214
无锡市璞隆汐医疗科技有限公司,50万元人民币,无锡市梁溪区梁溪区新天地休闲广场1-402-56
无锡西科汇医疗美容门诊部有限公司,500万元人民币,无锡市滨湖区太湖街道宪园道30号
江阴市海鸟医疗之家电子商务有限公司,65.7895万元人民币,江阴市滨江西路8号3号楼1310室
嘉宏医疗信息技术（无锡）有限公司,100万元人民币,无锡市新吴区金城东路301-1-804
无锡中卫医云数字医疗科技有限公司,570万元人民币,无锡新区菱湖大道200号中国传感网国际创新园E2楼
无锡市涵美立和医疗管理有限公司,50万元人民币,无锡市新吴区长江路2-1号
无锡华健恒创医疗器械科技有限公司,200万元人民币,无锡市滨湖区马山梅梁路138号
无锡宾得医疗器械销售服务有限公司,20万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1230室
江阴美译伦医疗美容诊所有限公司,200万元人民币,江阴市澄江街道山前路79、81号
宜兴市太华镇佳健医疗器械有限公司,5万元人民币,宜兴市太华镇华杨北路
江阴勇华医疗有限公司城东分公司,,江阴市城东街道石山路18-20号
宜兴市新建镇洪康医疗器械有限公司,10万元人民币,宜兴市新建镇新昌路136号
江阴市康悦医疗科技有限公司,278万元人民币,江阴市利港街道江市路8号
无锡市祥苏美口腔医疗有限责任公司,20万元人民币,无锡市锡山区东北塘金色庭园30号
宜兴市和桥镇科隆医疗器械有限公司,10万元人民币,宜兴市和桥镇永兴村鹅洲西路。
宜兴市徐舍镇诚久医疗器械有限公司,10万元人民币,宜兴市徐舍镇宁杭路145号
江苏祁裕泰电光源医疗器械有限公司,1000万元人民币,江阴市璜土镇石庄东横街70号
江苏景禾诚医疗器械销售服务有限公司,800万元人民币,"江阴市经济开发区东盛西路6号(扬子江生物医药加速器A4-3,A4-4楼2层)"
无锡市三圆医疗器械销售服务有限公司,50万元人民币,江阴市朝阳路73-1号
无锡视线医疗产业投资合伙企业（有限合伙）,840万元人民币,无锡市梁溪路11-1号附楼之204室
无锡瑞淇医疗美容门诊部有限公司,100万元人民币,无锡市梁溪区人民中路45号
无锡市柏莱医疗美容门诊部有限公司,200万元人民币,无锡市梁溪区五爱路196号
宜兴市孝行天下医疗器械有限公司,50万元人民币,宜兴市张渚镇华新西路120、122号
无锡市瑞锡达医疗器械科技有限公司,200万元人民币,"无锡市上马墩路152号601-602,606-607"
宜兴市瑞汐医疗美容门诊有限公司,100万元人民币,宜兴市宜城街道荆邑中路177号
江阴道裔医疗器械技术发展有限公司,100万元人民币,江阴市锡澄路177号-3
无锡丽妃医疗信息咨询服务有限公司,50万元人民币,无锡市梁溪区锡沪东路377-703
无锡琳雅医疗美容门诊部有限责任公司,500万元人民币,无锡市新吴区长江北路273-40至273-57
无锡市万佳医疗美容门诊部有限公司,100万元人民币,无锡市梁溪区民丰西苑151-170
无锡美龄医疗信息咨询服务有限公司,50万元人民币,无锡市梁溪区兴源北路600-1601-30
无锡一壹一医疗器械科技有限公司,100万元人民币,无锡市梁溪区上马墩路158号347室
宜兴市炎烜医疗器械科技有限公司,100万元人民币,宜兴市宜城街道建工大厦4号店面
无锡育涵青迎医疗技术有限公司,10万元人民币,无锡市滨湖区钱荣路68号(无锡太湖学院创新创业园B栋204)
宜兴市官林镇万福医疗器械有限公司,10万元人民币,宜兴市官林镇凌霞北路
江苏玛瑞比利斯医疗用品有限公司,1000万元人民币,无锡市梁溪区南湖大道503-2-201-2
宜兴市高塍镇如意医疗器械有限公司,10万元人民币,宜兴市高塍镇中心街16幢店面110号、111号
无锡建宁医疗器械有限公司朝阳分公司,,无锡市梁溪区解放东路782号
无锡美湖西上医疗健康产业投资有限公司,1000万元人民币,无锡市滨湖区马山梅梁路136号七楼
无锡无疾堂福光普照医疗科技有限公司,500万元人民币,无锡惠山经济开发区堰新路311号3号楼1303室(开发区)
无锡创之意健康医疗科技有限公司,10万元人民币,无锡市滨湖区钱荣路68号(无锡太湖学院创新创业园B栋205)
江苏赫柏慧康再生医疗技术研究院有限公司,1000万元人民币,无锡市滨湖区马山梅梁路138号
无锡潘太克斯医疗器械销售服务有限公司,5万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1228室
博正医疗管理无锡有限公司广石路诊所,,无锡市梁溪区广石家园二期160号西侧1楼
无锡优康医疗技术咨询合伙企业（有限合伙）,150万元人民币,无锡惠山经济开发区惠山大道1699号C10206室
江阴勇华医疗有限公司璜塘分公司,,江阴市徐霞客镇璜塘环西路61号
安徽未来医疗科技有限公司无锡分公司,,无锡市南湖大道855号扬名科技创业中心910室
悦来悦美（无锡）医疗管理有限公司,50万元人民币,无锡市梁溪区茂业商厦1-3013
宜兴市中盟手拉手家用医疗器械有限公司,10万元人民币,宜兴市官林镇宗家村3组
无锡再生美医疗美容门诊部有限公司,100万元人民币,无锡市梁溪区锡澄路东圆融广场2106
无锡美丽阳光医疗美容门诊部有限公司,50万元人民币,无锡市梁溪区学前街36-20
江阴市望梅亭医疗器械有限公司万达分公司,,江阴市人民西路311号
无锡贝壳医疗产业有限公司盛岸口腔门诊部,,无锡市梁溪区盛岸路333-1号
无锡市怡和医疗器械有限公司江阴分公司,,江阴市虹桥北路49-2号
无锡市怡和医疗器械有限公司万达店,,无锡市梁清路260号
嘉伊医疗信息技术（无锡）有限公司,100万元人民币,无锡市新吴区金城东路301-2-1705
无锡新吴区粤齿口腔医疗管理有限公司,100万元人民币,无锡市新吴区江溪街道前进花园26-5
无锡普莱尔医疗科技有限公司梅村分公司,,无锡市新吴区梅村锡达路528号
江阴享康医疗器械有限公司祝塘分公司,,江阴市祝塘镇镇北路55号
无锡市怡和医疗器械有限公司宜兴分公司,,宜兴市宜城街道人民中路123号
宜兴市昕宸医疗设备技术服务有限公司,100万元人民币,宜兴市新庄街道新源商业广场B-22号
宜兴市官林镇星天康医疗器械有限公司,10万元人民币,宜兴市官林镇长安新村1#楼14-15号
宜兴市张渚镇本草居医疗器械有限公司,10万元人民币,宜兴市张渚镇桃溪路22号
牙博士医疗控股集团无锡新吴区口腔门诊部有限公司,1000万元人民币,无锡市新吴区长江北路180-31号
无锡都市宠物医疗有限公司滨湖分公司,,无锡市滨湖区公益路35号
上海意杨医疗器械有限公司无锡分公司,,无锡市梁溪区江海西路990号2007室
上海嘲风医疗科技有限公司无锡分公司,,无锡市新吴区净慧东道66号5号楼5711室
无锡茂益信医疗器械进出口贸易有限公司,50万元人民币,无锡市滨湖区蠡湖大道2018-3-711室
无锡益世源医疗器械有限公司君山分公司,,江阴市君山路58-7
无锡益世源医疗器械有限公司广丰分公司,,无锡市梁溪区丰泽苑1-34
无锡益世源医疗器械有限公司朝阳分公司,,无锡市梁溪区妙光苑5号
无锡益世源医疗器械有限公司沁园分公司,,无锡市梁溪区沁扬市场C区28号
无锡益世源医疗器械有限公司天鹤分公司,,江阴市安居巷87-89号
无锡享润康医疗器械有限公司东亭分公司,,无锡市锡山区东亭街道学士路93-1
无锡传福堂医疗器械有限公司前卫路分公司,,无锡市新吴区叙康里85-4
无锡祥生医疗科技股份有限公司声学技术研究院,,无锡新吴区新辉环路9号
无锡国卫医疗物联网产品评测有限公司,300万元人民币,无锡市新吴区清源路18号530大厦A410-1
上海峦灵医疗信息技术有限公司无锡分公司,,无锡市梁溪区钟书路99号(无锡国金中心)25楼2577
无锡方老祖医疗器械有限公司钱桥分公司,,无锡市惠山区钱桥大街161号
江阴享康医疗器械有限公司青阳分公司,,江阴市青阳镇人民东路173号
无锡市康复之家医疗器械有限公司清扬路店,,无锡市南长区五星家园231-6号
无锡传福堂医疗器械有限公司二泉路分公司,,无锡市锡山区东亭柏庄桑达小区17-63
无锡市久之合医疗美容咨询服务有限公司,100万元人民币,无锡市梁溪区西新街8号813室
无锡市东海医疗美容有限公司五爱分公司,,无锡市南长区五爱路78号德源大厦19F
无锡市怡和医疗器械有限公司凤凰城分公司,,无锡市兴源北路580号
杭州汤沅虎医疗科技有限公司宜兴分公司,,宜兴市新街街道南河村华泰暖通大厦第9层
无锡方老祖医疗器械有限公司华士分公司,,江阴市华士镇勤丰路258号
辽阳安康医疗转运服务有限公司江阴分公司,,江阴市通江北路85号1401(汇鑫大厦)
无锡益世源医疗器械有限公司芦庄分公司,,无锡市梁溪区芦庄路新乐苑45号
南京博之奥医疗设备有限公司宜兴分公司,,宜兴市宜城街道荆溪中路109号-6
江阴市奥亿康医疗器械有限公司澄江分公司,,江阴市新澄路9号
无锡传福堂医疗器械有限公司锡义路分公司,,无锡市新吴区锡梅花园15-14
微护康泰（无锡）健康医疗管理服务有限公司,300万元人民币,无锡市滨湖区经贸路100号128幢
无锡方老祖医疗器械有限公司安镇分公司,,无锡市锡山区安镇街道商贸中心035
无锡市康得乐医疗器械有限公司凤宾路分公司,,无锡市凤宾路7-132
无锡市振则通医疗器械有限公司江阴分公司,,江阴市香叶路139号
无锡娇朵科技有限公司,200万元人民币,无锡市梁溪区紫金门花苑204号
广东康力得医疗科技有限公司无锡分公司,,无锡市滨湖区湖滨路86-1号729室
江阴市旺馨康医疗器械有限公司众乐康分公司,,江阴市长泾镇凤凰路22号
江阴市望梅亭医疗器械有限公司峭岐分公司,,江阴市徐霞客镇峭岐博爱路27号
无锡爱萌爱芽纵横未来医疗管理有限公司,100万元人民币,无锡市梁溪区民丰路277-1328
全民（北京）健康医疗管理有限公司无锡分公司,,无锡市沁园新村868号207
苏州悦丽美科医疗美容有限公司无锡分公司,,无锡市滨湖区建筑路397-301号
上海阿意梯医疗科技有限公司无锡市锡山分公司,,无锡市锡山区羊尖镇锡沪西路羊尖西段310号C1-C2
博仁德综合医疗中心有限公司滨江疑难病中医分院,,江阴市月城镇畅园路52-2号
无锡牙友口腔医疗管理有限公司牙友口腔门诊部,,无锡市凤宾路124号
无锡逸泉大药房有限公司,100万元人民币,无锡市滨湖区逸泉苑1-2号
无锡益世源医疗器械有限公司仙蠡墩分公司分公司,,无锡市滨湖区仙蠡墩家园北片74-5
无锡得渔科技咨询服务有限公司,100万元人民币,无锡市惠山经济开发区惠山大道1699号C区1402室(开发区)
无锡高科医疗技术研究院有限公司梅村分公司,,无锡市新吴区梅村泰伯商城78-30号2楼
无锡水芸诊所有限公司,50万元人民币,无锡市惠山区玉祁街道环球港汽车城开星莱商业广场6-201
北京亿仁赛博医疗科技研发中心有限公司无锡分公司,,无锡市惠山区堰桥镇堰新路
南京延长医疗器械第三方物流股份有限公司无锡分公司,,无锡市惠山经济开发区惠山大道1719-5号一层A区
无锡市蓉丰医疗器械厂（普通合伙）,150万元人民币,无锡市玉祁镇蓉丰村
茵络（无锡）医疗器械有限公司,7500万元人民币,无锡惠山经济开发区惠山大道1719-11号201室
江苏君雅医疗科技有限公司,1000万元人民币,无锡惠山经济开发区行知路35号慧谷创业园C区56号203、208(开发区)
无锡市康宁医疗电子设备开发公司,100万元人民币,无锡市五爱路65号
无锡市南长区华东医疗器械批发部,120万元人民币,无锡市新生路70号
无锡佑鼎医疗科技有限公司,200万元人民币,无锡市梁溪区槐古豪庭10-1号401室
无锡华尔沃医疗科技有限公司,100万元人民币,无锡市滨湖区胡埭镇胡埭工业园西拓区陆藕路22
塞弗海耳（江苏）医疗有限公司,2000万元人民币,无锡市滨湖区马山五号桥工业园常康路69号
无锡信成医疗器材厂,55.8万元人民币,锡山区锡北镇新光路2号
无锡鑫润泽医疗管理合伙企业（有限合伙）,612万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1001-1室
江阴苏达汇诚复合材料有限公司,1981.2135万元人民币,江阴市长泾镇通港路26号
绿森医疗科技（无锡）有限公司,200万元人民币,无锡市十八湾路288号湖景科技园9号楼101
博健（江阴）生物医疗科技有限公司,200万元人民币,江阴市东盛西路2号B13-1
无锡惠鑫医疗管理合伙企业（有限合伙）,470万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1003-1室
无锡市凯达医疗器械厂,3.5万元人民币,无锡市北塘区锡澄路289号
无锡市明翔医疗器械配件厂,40万元人民币,无锡市锡山经济开发区芙蓉村
无锡鑫湖医疗管理合伙企业（有限合伙）,430万元人民币,无锡市五湖大道11号蠡湖科创中心南楼1001-2室
无锡市康顺医疗器材配件厂,300万元人民币,锡山区东湖塘镇东湖村
无锡瑞秋医疗美容门诊部,150万元人民币,无锡市滨湖区环湖路788号D3栋
无锡市康洁医疗器械厂,40万元人民币,无锡市惠山区玉祁街道芙蓉村蓉丰路12号
无锡裕清医疗器械厂,100万元人民币,无锡市锡山区锡北镇泾西村
无锡市全荣医疗器械厂,50万元人民币,锡山区张泾镇泾西工业区
宜兴范先荣医疗美容诊所,100万元人民币,宜兴市宜城街道解放东路263号
汉隆国际生物科技有限公司,5000万元人民币,无锡市滨湖区兴阳路9号旭天智慧园1号楼
无锡市金隆医疗科技中心,20万元人民币,宜兴市新街街道氿滨南路126号196号
宜兴市美健医疗美容诊所,200万元人民币,宜兴市宜城街道枫隐路西天禧广场4幢114、115号店面
无锡明君医疗美容诊所,30万元人民币,无锡市南长区阳光城市花园C区66-19
无锡慧灵盲人医疗按摩所,1万元人民币,无锡市滨湖区新梁溪人家建筑路492-7
无锡市智信医疗器械厂,20万元人民币,无锡市锡山区锡北镇泾西泾达南路38号
无锡市明锋医疗配件厂,5万元人民币,无锡市锡山区锡北镇寨门村山南何家8号
江阴市老兵医疗器械经营部,20万元人民币,江阴市临港街道利中街246号
无锡市活水永林医疗器械商行,10万元人民币,无锡市梁溪区盛岸一村39-1一楼
江阴俊腾医疗器械经营部,20万元人民币,江阴市临港街道申裕街177号
无锡万春医疗美容门诊部,200万元人民币,无锡市滨湖区金石路20号
无锡市凯顺医疗器械厂,40万元人民币,锡山区锡北镇张泾东街90号
宜兴市韩美人医疗美容诊所,,宜兴经济技术开发区广汇北路1111-25号
江阴市中诚医疗器械经营部,,江阴市南闸镇紫金路72号
惠山区启明医疗用品商行,,无锡惠山经济开发区前洲配套区北区
万睿视影像设备（中国）有限公司,8300万元人民币,无锡市锡山经济技术开发区万全路30号
宜兴市国新医疗诊所,30万元人民币,宜兴市周铁镇朝阳路东69号
梁溪区白夜医疗器械商行,,无锡市锡沪东路99-2-915
梁溪区迷你屋医疗器械商行,5万元人民币,无锡市广益路291-811
江阴市城区李云医疗器械商行,10万元人民币,江阴市长江路29号
江阴市云亭彬彬医疗器械店,,江阴市云亭街道云新二村14栋406室车库
江阴市澄江彦豪医疗器械商行,30万元人民币,江阴市丽都城市花园84幢404室
江阴市祝塘惠琴医疗器械商行,5万元人民币,江阴市祝塘镇景阳东路32号
新吴区叶子医疗器械店,1万元人民币,无锡市新吴区新芳路33-10号-2
宜兴市普济医疗器械经营部,2万元人民币,宜兴市宜城街道太滆北路123号
江阴市要塞永林医疗器械商行,3万元人民币,江阴市朝阳关路162号二楼
无锡维宠宠物医疗中心,300万元人民币,无锡市经开区海悦花园42-105商铺
江阴市青阳鼎康医疗器械商行,1万元人民币,江阴市青阳镇桐岐商城54号
滨湖区辉宏医疗器械商行,5万元人民币,无锡市滨湖区梁溪路134号
无锡市科迈医疗保健用品商店,5万元人民币,无锡市永丰路239号-1
